Description	Count	contig
connector	0	contig_799
DNA, RNA and nucleotide metabolism	4	contig_799
head and packaging	1	contig_799
integration and excision	0	contig_799
lysis	1	contig_799
moron, auxiliary metabolic gene and host takeover	1	contig_799
other	3	contig_799
tail	0	contig_799
transcription regulation	0	contig_799
unknown function	116	contig_799
tRNAs	0	contig_799
CRISPRs	0	contig_799
tmRNAs	0	contig_799
VFDB_Virulence_Factors	0	contig_799
CARD_AMR_Genes	0	contig_799
CDS	108	contig_811
connector	0	contig_811
DNA, RNA and nucleotide metabolism	6	contig_811
head and packaging	7	contig_811
integration and excision	0	contig_811
lysis	0	contig_811
moron, auxiliary metabolic gene and host takeover	0	contig_811
other	0	contig_811
tail	2	contig_811
transcription regulation	0	contig_811
unknown function	93	contig_811
tRNAs	0	contig_811
CRISPRs	0	contig_811
tmRNAs	0	contig_811
VFDB_Virulence_Factors	0	contig_811
CARD_AMR_Genes	0	contig_811
CDS	163	contig_815
connector	2	contig_815
DNA, RNA and nucleotide metabolism	8	contig_815
head and packaging	7	contig_815
integration and excision	0	contig_815
lysis	1	contig_815
moron, auxiliary metabolic gene and host takeover	0	contig_815
other	1	contig_815
tail	2	contig_815
transcription regulation	0	contig_815
unknown function	142	contig_815
tRNAs	0	contig_815
CRISPRs	0	contig_815
tmRNAs	0	contig_815
VFDB_Virulence_Factors	0	contig_815
CARD_AMR_Genes	0	contig_815
CDS	38	contig_820
connector	0	contig_820
DNA, RNA and nucleotide metabolism	1	contig_820
head and packaging	2	contig_820
integration and excision	0	contig_820
lysis	0	contig_820
moron, auxiliary metabolic gene and host takeover	0	contig_820
other	0	contig_820
tail	1	contig_820
transcription regulation	0	contig_820
unknown function	34	contig_820
tRNAs	0	contig_820
CRISPRs	0	contig_820
tmRNAs	0	contig_820
VFDB_Virulence_Factors	0	contig_820
CARD_AMR_Genes	0	contig_820
CDS	235	contig_825
connector	2	contig_825
DNA, RNA and nucleotide metabolism	9	contig_825
head and packaging	18	contig_825
integration and excision	0	contig_825
lysis	5	contig_825
moron, auxiliary metabolic gene and host takeover	0	contig_825
other	2	contig_825
tail	5	contig_825
transcription regulation	0	contig_825
unknown function	194	contig_825
tRNAs	0	contig_825
CRISPRs	0	contig_825
tmRNAs	0	contig_825
VFDB_Virulence_Factors	0	contig_825
CARD_AMR_Genes	0	contig_825
CDS	30	contig_848
connector	0	contig_848
DNA, RNA and nucleotide metabolism	0	contig_848
head and packaging	0	contig_848
integration and excision	0	contig_848
lysis	0	contig_848
moron, auxiliary metabolic gene and host takeover	0	contig_848
other	0	contig_848
tail	2	contig_848
transcription regulation	0	contig_848
unknown function	28	contig_848
tRNAs	0	contig_848
CRISPRs	0	contig_848
tmRNAs	0	contig_848
VFDB_Virulence_Factors	0	contig_848
CARD_AMR_Genes	0	contig_848
CDS	31	contig_850
connector	0	contig_850
DNA, RNA and nucleotide metabolism	0	contig_850
head and packaging	0	contig_850
integration and excision	0	contig_850
lysis	0	contig_850
moron, auxiliary metabolic gene and host takeover	0	contig_850
other	0	contig_850
tail	1	contig_850
transcription regulation	1	contig_850
unknown function	29	contig_850
tRNAs	0	contig_850
CRISPRs	0	contig_850
tmRNAs	0	contig_850
VFDB_Virulence_Factors	0	contig_850
CARD_AMR_Genes	0	contig_850
CDS	27	contig_851
connector	0	contig_851
DNA, RNA and nucleotide metabolism	0	contig_851
head and packaging	0	contig_851
integration and excision	0	contig_851
lysis	0	contig_851
moron, auxiliary metabolic gene and host takeover	0	contig_851
other	0	contig_851
tail	2	contig_851
transcription regulation	0	contig_851
unknown function	25	contig_851
tRNAs	0	contig_851
CRISPRs	0	contig_851
tmRNAs	0	contig_851
VFDB_Virulence_Factors	0	contig_851
CARD_AMR_Genes	0	contig_851
CDS	134	contig_856
connector	0	contig_856
DNA, RNA and nucleotide metabolism	4	contig_856
head and packaging	1	contig_856
integration and excision	0	contig_856
lysis	1	contig_856
moron, auxiliary metabolic gene and host takeover	2	contig_856
other	1	contig_856
tail	1	contig_856
transcription regulation	0	contig_856
unknown function	124	contig_856
tRNAs	0	contig_856
CRISPRs	0	contig_856
tmRNAs	0	contig_856
VFDB_Virulence_Factors	0	contig_856
CARD_AMR_Genes	0	contig_856
CDS	56	contig_858
connector	1	contig_858
DNA, RNA and nucleotide metabolism	1	contig_858
head and packaging	8	contig_858
integration and excision	0	contig_858
lysis	0	contig_858
moron, auxiliary metabolic gene and host takeover	0	contig_858
other	0	contig_858
tail	17	contig_858
transcription regulation	0	contig_858
unknown function	29	contig_858
tRNAs	0	contig_858
CRISPRs	0	contig_858
tmRNAs	0	contig_858
VFDB_Virulence_Factors	0	contig_858
CARD_AMR_Genes	0	contig_858
CDS	109	contig_871
connector	0	contig_871
DNA, RNA and nucleotide metabolism	3	contig_871
head and packaging	6	contig_871
integration and excision	0	contig_871
lysis	1	contig_871
moron, auxiliary metabolic gene and host takeover	0	contig_871
other	2	contig_871
tail	0	contig_871
transcription regulation	0	contig_871
unknown function	97	contig_871
tRNAs	0	contig_871
CRISPRs	0	contig_871
tmRNAs	0	contig_871
VFDB_Virulence_Factors	0	contig_871
CARD_AMR_Genes	0	contig_871
CDS	86	contig_891
connector	2	contig_891
DNA, RNA and nucleotide metabolism	10	contig_891
head and packaging	2	contig_891
integration and excision	0	contig_891
lysis	2	contig_891
moron, auxiliary metabolic gene and host takeover	0	contig_891
other	4	contig_891
tail	6	contig_891
transcription regulation	0	contig_891
unknown function	60	contig_891
tRNAs	1	contig_891
CRISPRs	0	contig_891
tmRNAs	0	contig_891
VFDB_Virulence_Factors	0	contig_891
CARD_AMR_Genes	0	contig_891
CDS	49	contig_900
connector	2	contig_900
DNA, RNA and nucleotide metabolism	0	contig_900
head and packaging	2	contig_900
integration and excision	0	contig_900
lysis	2	contig_900
moron, auxiliary metabolic gene and host takeover	0	contig_900
other	0	contig_900
tail	6	contig_900
transcription regulation	0	contig_900
unknown function	37	contig_900
tRNAs	0	contig_900
CRISPRs	0	contig_900
tmRNAs	0	contig_900
VFDB_Virulence_Factors	0	contig_900
CARD_AMR_Genes	0	contig_900
CDS	164	contig_92
connector	0	contig_92
DNA, RNA and nucleotide metabolism	8	contig_92
head and packaging	2	contig_92
integration and excision	0	contig_92
lysis	1	contig_92
moron, auxiliary metabolic gene and host takeover	0	contig_92
other	2	contig_92
tail	3	contig_92
transcription regulation	1	contig_92
unknown function	147	contig_92
tRNAs	0	contig_92
CRISPRs	0	contig_92
tmRNAs	0	contig_92
VFDB_Virulence_Factors	0	contig_92
CARD_AMR_Genes	0	contig_92
CDS	98	contig_921
connector	0	contig_921
DNA, RNA and nucleotide metabolism	7	contig_921
head and packaging	3	contig_921
integration and excision	0	contig_921
lysis	1	contig_921
moron, auxiliary metabolic gene and host takeover	0	contig_921
other	1	contig_921
tail	0	contig_921
transcription regulation	1	contig_921
unknown function	85	contig_921
tRNAs	0	contig_921
CRISPRs	0	contig_921
tmRNAs	0	contig_921
VFDB_Virulence_Factors	0	contig_921
CARD_AMR_Genes	0	contig_921
CDS	65	contig_926
connector	0	contig_926
DNA, RNA and nucleotide metabolism	0	contig_926
head and packaging	5	contig_926
integration and excision	0	contig_926
lysis	0	contig_926
moron, auxiliary metabolic gene and host takeover	0	contig_926
other	2	contig_926
tail	0	contig_926
transcription regulation	0	contig_926
unknown function	58	contig_926
tRNAs	0	contig_926
CRISPRs	0	contig_926
tmRNAs	0	contig_926
VFDB_Virulence_Factors	0	contig_926
CARD_AMR_Genes	0	contig_926
CDS	31	contig_928
connector	0	contig_928
DNA, RNA and nucleotide metabolism	2	contig_928
head and packaging	0	contig_928
integration and excision	0	contig_928
lysis	0	contig_928
moron, auxiliary metabolic gene and host takeover	0	contig_928
other	0	contig_928
tail	1	contig_928
transcription regulation	0	contig_928
unknown function	28	contig_928
tRNAs	0	contig_928
CRISPRs	0	contig_928
tmRNAs	0	contig_928
VFDB_Virulence_Factors	0	contig_928
CARD_AMR_Genes	0	contig_928
CDS	117	contig_929
connector	3	contig_929
DNA, RNA and nucleotide metabolism	9	contig_929
head and packaging	7	contig_929
integration and excision	0	contig_929
lysis	2	contig_929
moron, auxiliary metabolic gene and host takeover	0	contig_929
other	0	contig_929
tail	3	contig_929
transcription regulation	0	contig_929
unknown function	93	contig_929
tRNAs	1	contig_929
CRISPRs	0	contig_929
tmRNAs	0	contig_929
VFDB_Virulence_Factors	0	contig_929
CARD_AMR_Genes	0	contig_929
CDS	115	contig_939
connector	3	contig_939
DNA, RNA and nucleotide metabolism	10	contig_939
head and packaging	5	contig_939
integration and excision	1	contig_939
lysis	1	contig_939
moron, auxiliary metabolic gene and host takeover	0	contig_939
other	1	contig_939
tail	11	contig_939
transcription regulation	0	contig_939
unknown function	83	contig_939
tRNAs	0	contig_939
CRISPRs	0	contig_939
tmRNAs	0	contig_939
VFDB_Virulence_Factors	0	contig_939
CARD_AMR_Genes	0	contig_939
CDS	63	contig_94
connector	1	contig_94
DNA, RNA and nucleotide metabolism	1	contig_94
head and packaging	7	contig_94
integration and excision	0	contig_94
lysis	0	contig_94
moron, auxiliary metabolic gene and host takeover	0	contig_94
other	0	contig_94
tail	0	contig_94
transcription regulation	0	contig_94
unknown function	54	contig_94
tRNAs	0	contig_94
CRISPRs	0	contig_94
tmRNAs	0	contig_94
VFDB_Virulence_Factors	0	contig_94
CARD_AMR_Genes	0	contig_94
CDS	45	contig_959
connector	0	contig_959
DNA, RNA and nucleotide metabolism	1	contig_959
head and packaging	4	contig_959
integration and excision	0	contig_959
lysis	0	contig_959
moron, auxiliary metabolic gene and host takeover	0	contig_959
other	0	contig_959
tail	3	contig_959
transcription regulation	0	contig_959
unknown function	37	contig_959
tRNAs	0	contig_959
CRISPRs	0	contig_959
tmRNAs	0	contig_959
VFDB_Virulence_Factors	0	contig_959
CARD_AMR_Genes	0	contig_959
CDS	39	contig_977
connector	0	contig_977
DNA, RNA and nucleotide metabolism	2	contig_977
head and packaging	4	contig_977
integration and excision	0	contig_977
lysis	0	contig_977
moron, auxiliary metabolic gene and host takeover	0	contig_977
other	0	contig_977
tail	2	contig_977
transcription regulation	0	contig_977
unknown function	31	contig_977
tRNAs	0	contig_977
CRISPRs	0	contig_977
tmRNAs	0	contig_977
VFDB_Virulence_Factors	0	contig_977
CARD_AMR_Genes	0	contig_977
CDS	67	contig_982
connector	0	contig_982
DNA, RNA and nucleotide metabolism	1	contig_982
head and packaging	3	contig_982
integration and excision	0	contig_982
lysis	0	contig_982
moron, auxiliary metabolic gene and host takeover	0	contig_982
other	0	contig_982
tail	1	contig_982
transcription regulation	0	contig_982
unknown function	62	contig_982
tRNAs	0	contig_982
CRISPRs	0	contig_982
tmRNAs	0	contig_982
VFDB_Virulence_Factors	0	contig_982
CARD_AMR_Genes	0	contig_982
CDS	59	contig_983
connector	0	contig_983
DNA, RNA and nucleotide metabolism	0	contig_983
head and packaging	0	contig_983
integration and excision	0	contig_983
lysis	0	contig_983
moron, auxiliary metabolic gene and host takeover	0	contig_983
other	0	contig_983
tail	0	contig_983
transcription regulation	0	contig_983
unknown function	59	contig_983
tRNAs	0	contig_983
CRISPRs	0	contig_983
tmRNAs	0	contig_983
VFDB_Virulence_Factors	0	contig_983
CARD_AMR_Genes	0	contig_983
CDS	59	contig_986
connector	0	contig_986
DNA, RNA and nucleotide metabolism	0	contig_986
head and packaging	4	contig_986
integration and excision	0	contig_986
lysis	1	contig_986
moron, auxiliary metabolic gene and host takeover	0	contig_986
other	0	contig_986
tail	1	contig_986
transcription regulation	0	contig_986
unknown function	53	contig_986
tRNAs	0	contig_986
CRISPRs	0	contig_986
tmRNAs	0	contig_986
VFDB_Virulence_Factors	0	contig_986
CARD_AMR_Genes	0	contig_986
CDS	135	contig_99
connector	0	contig_99
DNA, RNA and nucleotide metabolism	1	contig_99
head and packaging	9	contig_99
integration and excision	0	contig_99
lysis	0	contig_99
moron, auxiliary metabolic gene and host takeover	0	contig_99
other	2	contig_99
tail	0	contig_99
transcription regulation	0	contig_99
unknown function	123	contig_99
tRNAs	0	contig_99
CRISPRs	0	contig_99
tmRNAs	0	contig_99
VFDB_Virulence_Factors	0	contig_99
CARD_AMR_Genes	0	contig_99
CDS	39	contig_998
connector	0	contig_998
DNA, RNA and nucleotide metabolism	0	contig_998
head and packaging	2	contig_998
integration and excision	0	contig_998
lysis	1	contig_998
moron, auxiliary metabolic gene and host takeover	0	contig_998
other	0	contig_998
tail	0	contig_998
transcription regulation	0	contig_998
unknown function	36	contig_998
tRNAs	0	contig_998
CRISPRs	0	contig_998
tmRNAs	0	contig_998
VFDB_Virulence_Factors	0	contig_998
CARD_AMR_Genes	0	contig_998
