gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
contig_1033_4	1398	2078	681	1	0.618	11	GGA/GAG/AGG	GENOMAD.181861.VP	1.889e-52	186	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF04860;COG4626;TIGR01537	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_1033_5	2196	3350	1155	1	0.597	11	3Base/5BMM	GENOMAD.181861.VP	3.004e-104	344	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF04860;COG4626;TIGR01537	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_1033_6	3334	3693	360	1	0.619	11	GGAGG	GENOMAD.118669.VV	5.287e-43	153	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF04860;K06904;COG3740;TIGR01543	Phage head maturation protease
contig_1033_7	3875	4666	792	1	0.611	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_8	4663	5214	552	1	0.576	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_9	5239	5724	486	1	0.562	11	None	GENOMAD.090944.VV	3.749e-58	199	0	0	1	2561	Caudoviricetes	NA	NA	PF05135;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
contig_1033_10	5721	6053	333	1	0.601	11	None	GENOMAD.072674.VV	5.748e-38	138	0	0	1	1	NA	NA	NA	PF05521;TIGR01563;COG5614	phage head-tail adaptor, putative, SPP1 family
contig_1033_11	6050	6424	375	1	0.552	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_12	6424	6573	150	1	0.540	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_13	6515	6808	294	1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_14	6805	7113	309	1	0.599	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_15	7307	7750	444	1	0.563	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_16	7750	8343	594	1	0.640	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_17	8297	8470	174	1	0.546	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_18	8472	9179	708	1	0.583	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_19	9148	9399	252	1	0.563	11	None	GENOMAD.048290.VV	1.01e-05	44	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1033_20	9430	9828	399	1	0.634	11	None	GENOMAD.075794.VV	9.502e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1033_21	9842	10189	348	1	0.629	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_22	10498	10662	165	1	0.630	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_23	10774	11058	285	1	0.646	11	None	GENOMAD.075766.VV	2.812e-07	49	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_24	11200	11799	600	1	0.533	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_25	11921	12274	354	1	0.627	11	None	GENOMAD.067076.VV	2.678e-08	53	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_26	12752	13240	489	1	0.609	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_27	13227	13616	390	1	0.613	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_28	13746	14306	561	1	0.670	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_29	14269	14772	504	1	0.633	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_30	14775	15197	423	1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1033_31	15512	15772	261	1	0.632	11	None	GENOMAD.117146.VP	6.55e-11	59	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_1	566	787	222	1	0.432	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_2	844	1368	525	1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_3	1445	1660	216	-1	0.495	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_4	2123	2773	651	-1	0.567	11	None	GENOMAD.016441.VV	1.522e-10	63	0	0	0	2561	Caudoviricetes	NA	NA	TIGR01613	phage/plasmid primase, P4 family, C-terminal domain
contig_1037_5	2742	3395	654	-1	0.564	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_6	3547	3786	240	-1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_7	4067	5125	1059	-1	0.572	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_8	5257	5724	468	1	0.603	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_9	5812	6522	711	-1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_10	6530	6877	348	-1	0.592	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_11	6991	7140	150	-1	0.593	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_12	7881	8030	150	-1	0.593	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_13	8463	8672	210	-1	0.548	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_14	8701	9066	366	-1	0.546	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_15	9377	9544	168	-1	0.518	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_16	9548	9820	273	-1	0.546	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_17	9817	10056	240	-1	0.542	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_18	10438	10641	204	-1	0.544	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_19	11320	11526	207	-1	0.570	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_20	11474	12049	576	-1	0.533	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_21	12103	12345	243	-1	0.523	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_22	12782	13000	219	-1	0.594	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_23	14402	14719	318	-1	0.553	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_24	14784	14921	138	-1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_25	15388	15603	216	-1	0.676	11	None	GENOMAD.119787.VV	1.674e-10	57	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_26	17031	17261	231	-1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_27	17530	17778	249	1	0.574	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_28	18030	18842	813	-1	0.557	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_29	18961	19254	294	-1	0.554	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_30	19251	19649	399	-1	0.602	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_31	19670	19912	243	-1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_32	19964	20221	258	-1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_33	20389	20550	162	-1	0.630	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_34	20814	21032	219	-1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_35	21736	22407	672	-1	0.579	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_36	22434	22619	186	1	0.624	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_37	22876	23250	375	-1	0.605	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_38	23307	23498	192	-1	0.573	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_39	23498	24112	615	-1	0.636	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_40	24200	24739	540	-1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_41	24888	25082	195	-1	0.621	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_42	25125	25628	504	-1	0.565	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_43	26046	26213	168	-1	0.458	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_44	26526	26957	432	-1	0.519	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_45	27986	28216	231	-1	0.558	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_46	28738	29304	567	-1	0.510	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_47	29372	29695	324	-1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_48	29834	29932	99	-1	0.485	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_49	29929	30288	360	-1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_50	30512	30766	255	-1	0.525	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_51	30786	31730	945	-1	0.590	11	None	GENOMAD.009623.VV	6.753e-58	206	0	0	1	2561	Caudoviricetes	NA	NA	PF19307	Phage capsid-like protein
contig_1037_52	31749	32312	564	-1	0.557	11	None	GENOMAD.145677.VP	8.22e-07	51	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1037_53	32384	32662	279	-1	0.545	11	None	GENOMAD.145677.VP	4.692e-09	54	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1037_54	32685	32909	225	-1	0.631	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_55	33470	33919	450	-1	0.569	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_56	34337	34621	285	-1	0.544	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_57	34630	35052	423	-1	0.560	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_58	35102	35353	252	-1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_59	35314	36441	1128	-1	0.592	11	None	GENOMAD.172018.VP	4.669e-27	117	0	0	1	2561	Caudoviricetes	NA	NA	PF05876;PF20454;COG5525;K21512	Phage terminase, large subunit GpA
contig_1037_60	36441	37241	801	-1	0.573	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_61	37265	37762	498	-1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_62	37704	37931	228	-1	0.553	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_63	37935	38135	201	-1	0.542	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_64	38141	38467	327	-1	0.606	11	None	GENOMAD.178430.VV	1.319e-20	88	0	0	0	2561	Caudoviricetes	NA	NA	PF07066;COG0817;TIGR00228;K01159	Holliday junction resolvasome RuvABC endonuclease subunit
contig_1037_65	38452	38601	150	-1	0.633	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1037_66	38598	38696	99	-1	0.556	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_1	2	523	522	1	0.588	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_2	758	1417	660	-1	0.642	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_3	1799	2137	339	-1	0.619	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_4	2357	2764	408	-1	0.618	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_5	2751	3224	474	-1	0.622	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_6	3209	3580	372	-1	0.648	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_7	3573	3677	105	-1	0.552	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_8	3768	3908	141	-1	0.631	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_9	4613	5029	417	-1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_10	5380	6318	939	-1	0.608	11	None	GENOMAD.077833.VV	5.293e-09	60	0	0	0	1	NA	NA	NA	NA	NA
contig_104_11	6571	6858	288	-1	0.601	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_12	7048	7377	330	-1	0.627	11	GGAG/GAGG	GENOMAD.013071.VV	3.755e-18	81	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_104_13	7402	7848	447	-1	0.624	11	None	GENOMAD.075794.VV	1.656e-05	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_104_14	7845	8423	579	-1	0.582	11	None	GENOMAD.048290.VV	3.942e-13	70	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_104_15	8378	8761	384	-1	0.622	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_16	8758	9495	738	-1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_17	9495	10031	537	-1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_18	10006	10434	429	-1	0.606	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_19	10664	10825	162	-1	0.586	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_20	10828	11208	381	-1	0.646	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_21	11205	11537	333	-1	0.646	11	AGGAG	GENOMAD.072674.VV	1.044e-47	166	0	0	1	1	NA	NA	NA	PF05521;TIGR01563;COG5614	phage head-tail adaptor, putative, SPP1 family
contig_104_22	11534	11983	450	-1	0.620	11	None	GENOMAD.090944.VV	2.031e-67	225	0	0	1	2561	Caudoviricetes	NA	NA	PF05135;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
contig_104_23	12103	13395	1293	-1	0.608	11	AGGA	GENOMAD.181861.VP	1.244e-57	210	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF04860;COG4626;TIGR01537	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_104_24	13537	13932	396	-1	0.604	11	None	GENOMAD.118669.VV	7.526e-45	159	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF04860;K06904;COG3740;TIGR01543	Phage head maturation protease
contig_104_25	13916	14137	222	-1	0.631	11	None	GENOMAD.160792.VP	5.875e-07	47	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_104_26	14155	14316	162	1	0.580	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_104_27	14494	14859	366	-1	0.626	11	None	GENOMAD.118669.VV	6.774e-17	78	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF04860;K06904;COG3740;TIGR01543	Phage head maturation protease
contig_104_28	15107	16756	1650	-1	0.639	11	None	GENOMAD.181861.VP	1.622e-80	282	0	0	1	2561	Caudoviricetes	NA	NA	PF20441;PF04860;COG4626;TIGR01537	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_1040_1	1	663	663	1	0.570	11	None	GENOMAD.145799.VP	1.798e-59	206	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;PF20441;PF13395;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_1040_2	1100	1468	369	1	0.542	11	None	GENOMAD.145799.VP	5.499e-44	156	0	0	1	2561	Caudoviricetes	NA	NA	PF03354;PF20441;PF13395;COG4626;TIGR01547	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
contig_1040_3	1555	2022	468	1	0.564	11	None	GENOMAD.006274.VV	5.568e-34	129	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1040_4	3783	3983	201	1	0.502	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_5	4106	4288	183	1	0.459	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_6	4531	4926	396	1	0.556	11	None	GENOMAD.028061.VV	4.927e-16	76	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1040_7	5134	5388	255	1	0.537	11	None	GENOMAD.030215.VV	1.546e-16	75	0	0	0	2561	Caudoviricetes	NA	NA	COG0492	NA
contig_1040_8	5634	5915	282	1	0.511	11	None	GENOMAD.008053.VV	1.038e-16	76	0	0	1	2561	Caudoviricetes	NA	NA	PF16460;COG5437;TIGR02126	Predicted secreted protein
contig_1040_9	5888	6151	264	-1	0.534	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_10	6334	6540	207	1	0.527	11	None	GENOMAD.075676.VV	1.293e-11	60	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1040_11	6542	6808	267	-1	0.528	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_12	7304	7528	225	1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_13	7637	7801	165	1	0.558	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_14	8353	8604	252	1	0.528	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_15	8520	8837	318	-1	0.509	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_16	8977	9189	213	1	0.488	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_17	9671	9871	201	1	0.517	11	None	GENOMAD.008793.VV	1.492e-09	54	0	0	1	2561	Caudoviricetes	NA	NA	PF16778	Phage tail assembly chaperone protein
contig_1040_18	10403	10750	348	1	0.560	11	None	GENOMAD.032358.VV	9.784e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1040_19	10969	11784	816	1	0.553	11	None	GENOMAD.211247.VP	2.343e-19	91	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1040_20	11784	11933	150	1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_21	12206	12412	207	1	0.459	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_22	12439	12831	393	1	0.483	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1040_23	12980	13279	300	1	0.550	11	None	GENOMAD.126760.VP	3.876e-29	112	0	0	0	2561	Caudoviricetes	NA	NA	PF18743;COG1591	Holliday junction resolvase, archaeal type
contig_1040_24	13386	13694	309	1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_1	416	1627	1212	1	0.645	11	None	GENOMAD.166800.VP	8.825e-89	300	0	0	0	2561	Caudoviricetes	NA	NA	COG4643	Uncharacterized domain associated with phage/plasmid primase
contig_1042_2	1617	2591	975	1	0.601	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_3	2853	3026	174	1	0.603	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_4	3023	3280	258	-1	0.655	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_5	3255	3452	198	-1	0.662	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_6	3655	3789	135	1	0.607	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_7	3786	4871	1086	1	0.672	11	None	GENOMAD.095957.VV	6.413e-22	101	0	0	1	1	NA	NA	NA	PF07278;COG4220;K22014	Phage DNA packaging protein, Nu1 subunit of terminase
contig_1042_8	4968	5135	168	1	0.530	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_9	5168	5401	234	1	0.509	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_10	5867	6313	447	1	0.642	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_11	6324	7919	1596	1	0.653	11	None	GENOMAD.171833.VP	6.263e-138	449	0	0	1	2561	Caudoviricetes	NA	NA	PF20454;PF05876;PF00574;K21512;COG5525;TIGR00493	Phage terminase, large subunit GpA
contig_1042_12	8296	8604	309	1	0.663	11	None	GENOMAD.020720.VV	7.63e-16	74	0	0	0	2561	Caudoviricetes	NA	NA	PF19645	NA
contig_1042_13	8996	9544	549	1	0.645	11	None	GENOMAD.096254.VV	1.789e-32	126	0	0	1	2561	Caudoviricetes	NA	NA	PF05136;TIGR01539;COG5511	phage portal protein, lambda family
contig_1042_14	9511	9648	138	1	0.674	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_15	9774	9923	150	1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_16	9917	10102	186	1	0.618	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_17	10050	10343	294	-1	0.636	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_18	12253	12447	195	1	0.590	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_19	12626	12829	204	1	0.657	11	None	GENOMAD.061487.VV	1.006e-06	46	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543;K06904	Phage head maturation protease
contig_1042_20	12811	13218	408	1	0.610	11	None	GENOMAD.170330.VV	2.3e-26	106	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543	Phage head maturation protease
contig_1042_21	13239	13832	594	1	0.625	11	None	GENOMAD.074910.VV	4.486e-13	70	0	0	1	2561	Caudoviricetes	NA	NA	PF06141;PF04586;COG3740;TIGR01543;K06904	Phage minor tail protein U; Caudovirus prohead serine protease
contig_1042_22	14253	14489	237	1	0.646	11	None	GENOMAD.171749.VV	1.456e-07	49	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1042_23	14546	14764	219	1	0.626	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_24	14772	14870	99	1	0.697	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_25	15028	15237	210	1	0.600	11	None	GENOMAD.015808.VV	9.576e-15	69	0	0	0	2561	Caudoviricetes	NA	NA	PF19912	NA
contig_1042_26	15538	15975	438	1	0.687	11	None	GENOMAD.097658.VV	1.297e-28	113	0	0	1	1	NA	NA	NA	PF06141	Phage minor tail protein U
contig_1042_27	16262	16558	297	1	0.623	11	None	GENOMAD.090233.VV	2.952e-39	141	0	0	1	377	Drexlerviridae	NA	NA	PF08813;COG5437	Phage tail tube protein, TTP
contig_1042_28	16524	16637	114	1	0.588	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_29	17004	17114	111	1	0.631	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_30	17308	17478	171	1	0.643	11	None	GENOMAD.153806.VP	3.015e-06	44	0	0	0	2561	Caudoviricetes	NA	NA	PF08809	Phage related hypothetical protein (DUF1799)
contig_1042_31	17491	17985	495	1	0.610	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_32	18592	18936	345	-1	0.614	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_33	18881	19282	402	-1	0.580	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_34	19623	19907	285	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_35	19930	20226	297	-1	0.620	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_36	20268	20537	270	-1	0.574	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_37	20555	21550	996	1	0.642	11	None	GENOMAD.062675.VV	8.312e-06	50	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_38	21597	21815	219	1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_39	21843	22658	816	1	0.646	11	None	GENOMAD.036237.VV	7.008e-34	134	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1042_40	22604	22741	138	1	0.507	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_41	22741	23397	657	1	0.661	11	None	GENOMAD.057889.VV	3.154e-17	83	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_42	23432	23824	393	1	0.593	11	None	GENOMAD.176927.VC	0.0005188	41	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_43	24273	24497	225	1	0.573	11	None	GENOMAD.064430.VV	2.718e-14	68	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
contig_1042_44	24553	24753	201	1	0.582	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_45	24770	25012	243	1	0.576	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_46	26228	26491	264	1	0.553	11	None	GENOMAD.072677.VV	3.958e-16	74	0	0	0	2561	Caudoviricetes	NA	NA	PF10721	NA
contig_1042_47	27312	28112	801	1	0.573	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_48	28829	29158	330	-1	0.527	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_49	29226	29444	219	-1	0.443	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_50	29482	29589	108	-1	0.574	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_51	29664	30188	525	1	0.571	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_52	30195	30491	297	-1	0.623	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_53	30611	30838	228	-1	0.697	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
contig_1042_54	31274	31468	195	-1	0.605	11	None	GENOMAD.181768.VP	0.000113	40	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
