contig_id	length	prediction	entropy	reliability_score	host_contam	prophage_contam	G+C	N%	prediction_2	#_bacteria_windows	#_phage_windows	#_eukarya_windows	#_archaea_windows	bacteria_score	bacteria_var	phage_score	phage_var	eukarya_score	eukarya_var	archaea_score	archaea_var	window_summary	terminal_repeats	repeat_length
contig_328	4180.000	phage	0.494	0.674	False	False	0.490	0.000	bacteria	0.000	2.000	0.000	0.000	0.921	0.919	3.596	0.833	-4.758	0.105	-4.430	0.190	2V		
contig_327	28676.000	phage	0.160	0.617	False	False	0.475	0.000	bacteria	0.000	14.000	0.000	0.000	-1.365	1.586	4.875	2.340	-4.348	4.996	-4.754	0.898	14V		
contig_329																								
contig_33																							DTR	109.000
contig_330	3759.000	phage	0.020	0.990	False	False	0.504	0.000	bacteria	0.000	1.000	0.000	0.000	-0.570	0.000	5.727	0.000	-7.094	0.000	-5.535	0.000	1V		
contig_332	3247.000	phage	0.236	0.644	False	False	0.476	0.000	bacteria	0.000	1.000	0.000	0.000	0.150	0.000	3.432	0.000	-3.635	0.000	-5.453	0.000	1V		
contig_333	3191.000	phage	0.009	0.954	False	False	0.470	0.000	bacteria	0.000	1.000	0.000	0.000	-1.487	0.000	5.797	0.000	-4.844	0.000	-5.875	0.000	1V		
contig_334																								
contig_335	2795.000	phage	0.026	0.990	False	False	0.442	0.000	bacteria	0.000	1.000	0.000	0.000	-0.128	0.000	5.824	0.000	-7.488	0.000	-5.230	0.000	1V		
contig_336	2588.000	phage	0.188	0.586	False	False	0.432	0.000	bacteria	0.000	1.000	0.000	0.000	0.058	0.000	3.664	0.000	-4.031	0.000	-3.979	0.000	1V		
contig_34	2340.000	non-phage	1.088	0.256	False	False	0.523	0.000		0.000	0.000	1.000	0.000	0.483	0.000	-0.500	0.000	1.779	0.000	-4.727	0.000	1n		
contig_339	36638.000	phage	0.499	0.374	True	False	0.392	0.000	eukarya	0.000	10.000	7.000	0.000	-2.900	0.859	1.482	4.668	0.303	5.254	-2.500	1.603	1V1n1V1n3V1n5V4n		
contig_343	15154.000	phage	0.461	0.711	False	False	0.656	0.000	bacteria	1.000	6.000	0.000	0.000	1.948	0.614	3.641	1.424	-5.969	1.664	-5.789	0.756	2V1n4V		
contig_342	33547.000	phage	0.508	0.494	False	False	0.323	0.000	bacteria	0.000	15.000	1.000	0.000	0.411	0.449	3.275	1.788	-4.047	3.844	-3.617	0.385	7V1n8V		
contig_345	9365.000	non-phage	0.755	0.739	False	False	0.644	0.000		3.000	1.000	0.000	0.000	3.053	0.753	2.363	0.458	-4.945	1.240	-4.395	0.417	1n1V2n		
contig_344	28726.000	phage	0.555	0.567	False	False	0.501	0.000	bacteria	3.000	10.000	0.000	1.000	1.410	2.588	4.066	2.422	-6.684	6.375	-3.346	4.832	7V3n2V1n1V	DTR	13.000
contig_346	17307.000	non-phage	0.539	0.881	False	False	0.667	0.000		6.000	2.000	0.000	0.000	3.539	1.072	2.633	2.250	-6.332	2.178	-5.176	0.876	1V2n1V4n		
contig_347	8386.000	phage	0.777	0.766	False	False	0.678	0.000	bacteria	2.000	2.000	0.000	0.000	2.936	0.198	3.518	1.182	-6.949	3.201	-5.516	0.579	1V2n1V		
contig_348	7144.000	phage	0.662	0.536	False	False	0.653	0.000	bacteria	1.000	2.000	0.000	0.000	2.715	0.842	3.375	0.387	-5.324	0.037	-5.059	0.164	1n2V		
contig_349	2120.000	non-phage	0.663	0.894	False	False	0.629	0.000		1.000	0.000	0.000	0.000	3.811	0.000	2.238	0.000	-7.109	0.000	-5.965	0.000	1n		
contig_350																								
contig_351	3579.000	non-phage	0.125	0.991	False	False	0.640	0.000		1.000	0.000	0.000	0.000	4.938	0.000	0.875	0.000	-5.914	0.000	-4.512	0.000	1n		
contig_352	11774.000	phage	0.257	0.683	False	False	0.343	0.000	bacteria	0.000	5.000	0.000	0.000	-0.437	0.333	3.377	0.829	-4.602	0.997	-2.404	0.969	5V		
contig_353	5214.000	phage	0.321	0.632	False	False	0.551	0.000	eukarya	0.000	2.000	0.000	0.000	-1.704	0.142	2.832	0.793	-1.692	1.275	-5.023	0.565	2V		
contig_354	4690.000	phage	0.653	0.640	True	False	0.525	0.000	bacteria	0.000	2.000	0.000	0.000	-0.787	0.750	2.787	4.207	-2.574	9.461	-5.000	0.234	2V		
contig_356	3425.000	phage	0.001	0.932	False	False	0.541	0.000	bacteria	0.000	1.000	0.000	0.000	-2.277	0.000	7.762	0.000	-5.676	0.000	-4.262	0.000	1V		
contig_36	24306.000	phage	0.803	0.367	True	False	0.512	0.000	bacteria	2.000	4.000	5.000	0.000	0.605	1.492	0.873	4.855	-0.254	5.727	-4.512	1.177	2V6n2V1n		
contig_37	7144.000	non-phage	1.017	0.682	False	True	0.532	0.000		2.000	0.000	1.000	0.000	2.213	1.168	-0.088	2.283	0.091	3.707	-4.031	0.143	3n		
contig_372	3163.000	phage	0.952	0.551	False	False	0.477	0.000	bacteria	0.000	1.000	0.000	0.000	1.859	0.000	2.504	0.000	-3.797	0.000	-3.898	0.000	1V		
contig_373	10204.000	phage	0.281	0.750	False	False	0.456	0.000	bacteria	0.000	4.000	0.000	0.000	-0.363	3.451	4.191	0.665	-4.617	0.128	-3.896	0.573	4V		
contig_374	3176.000	non-phage	1.581	0.300	False	False	0.466	0.000		1.000	0.000	0.000	0.000	0.798	0.000	0.578	0.000	0.148	0.000	-3.465	0.000	1n		
contig_375	10927.000	non-phage	0.648	0.428	False	False	0.466	0.000		0.000	2.000	3.000	0.000	-1.147	1.338	0.162	5.734	0.913	5.449	-3.771	0.448	1V1n1V2n		
contig_376	7958.000	phage	0.496	0.505	False	False	0.547	0.000	bacteria	1.000	2.000	0.000	0.000	2.549	1.699	2.992	1.003	-4.812	0.431	-4.996	0.307	1n2V		
contig_377	15428.000	non-phage	0.909	0.457	False	True	0.486	0.000		3.000	2.000	2.000	0.000	0.374	2.559	0.184	2.926	0.171	3.596	-4.797	0.561	2n1V2n1V1n		
contig_38	12394.000	phage	1.086	0.266	True	False	0.526	0.000	bacteria	1.000	2.000	3.000	0.000	0.551	0.987	0.842	1.813	0.474	1.483	-4.359	0.902	1n1V1n1V2n		
contig_381	11931.000	phage	0.854	0.261	True	False	0.450	0.000	eukarya	0.000	3.000	2.000	0.000	-1.018	1.895	1.273	1.449	-0.096	2.119	-4.023	0.238	3V2n		
contig_380	38690.000	phage	0.875	0.489	True	False	0.530	0.000	bacteria	6.000	8.000	4.000	0.000	0.909	1.559	1.003	2.512	-1.667	4.965	-4.043	1.723	2n4V1n4V7n	DTR	13.000
contig_382	36833.000	phage	0.370	0.692	False	False	0.310	0.000	bacteria	0.000	17.000	0.000	0.000	0.475	0.592	3.729	1.318	-5.090	1.900	-3.424	0.834	17V		
contig_384	12805.000	phage	0.953	0.443	False	False	0.582	0.000	bacteria	3.000	3.000	0.000	0.000	1.868	1.032	2.119	1.447	-2.619	5.730	-4.285	0.241	2n1V1n2V		
contig_385	11302.000	phage	0.432	0.517	False	False	0.584	0.000	bacteria	0.000	5.000	0.000	0.000	0.706	1.241	3.566	0.434	-3.066	1.894	-4.297	0.482	5V		
contig_387	6339.000	phage	0.869	0.302	True	False	0.612	0.000	eukarya	1.000	1.000	1.000	0.000	0.142	2.775	0.752	2.176	0.587	1.421	-5.059	0.782	1n1V1n		
contig_388	15332.000	phage	0.394	0.587	False	False	0.529	0.000	bacteria	1.000	6.000	0.000	0.000	1.577	1.656	4.227	2.029	-5.160	1.562	-5.289	0.441	4V1n2V		
contig_389	12304.000	phage	0.151	0.574	False	False	0.434	0.000	bacteria	0.000	6.000	0.000	0.000	-1.685	2.295	3.910	1.377	-2.855	2.150	-3.697	0.726	6V		
contig_39	8163.000	non-phage	1.039	0.692	False	False	0.537	0.000		0.000	0.000	3.000	0.000	0.360	0.092	-1.487	1.578	1.623	0.491	-4.867	0.982	3n		
contig_383	62193.000	phage	0.597	0.578	False	False	0.575	0.000	bacteria	6.000	24.000	0.000	0.000	0.983	1.474	3.248	2.025	-3.598	5.082	-3.846	0.719	1n1V1n5V1n3V2n3V1n12V		
contig_390																							DTR	15.000
contig_392	9872.000	phage	0.047	0.802	False	False	0.350	0.000	bacteria	0.000	4.000	0.000	0.000	-1.722	2.059	5.246	0.803	-5.543	2.406	-3.303	0.087	4V		
contig_393	10348.000	phage	0.625	0.408	False	False	0.308	0.000	bacteria	1.000	4.000	0.000	0.000	-0.776	2.602	2.660	1.623	-2.639	2.484	-1.816	2.465	4V1n		
contig_394	8946.000	non-phage	0.614	0.879	False	False	0.614	0.000		4.000	0.000	0.000	0.000	3.941	0.251	2.139	0.427	-6.113	5.848	-4.969	1.467	4n		
contig_395	15216.000	phage	0.228	0.729	False	False	0.458	0.000	bacteria	0.000	7.000	0.000	0.000	-1.558	1.588	4.328	2.951	-4.371	2.051	-3.336	3.193	7V		
contig_396	5282.000	phage	0.395	0.280	True	False	0.379	0.000	eukarya	0.000	1.000	1.000	0.000	-0.822	0.093	0.585	7.008	0.119	4.535	-1.995	1.743	1n1V		
contig_398	14834.000	phage	0.813	0.460	True	False	0.528	0.000	bacteria	1.000	5.000	1.000	0.000	1.047	0.434	1.797	2.047	-2.389	4.652	-2.764	1.283	1n5V1n		
contig_399	10318.000	phage	0.111	0.791	False	False	0.343	0.000	bacteria	0.000	5.000	0.000	0.000	-0.357	0.642	4.449	0.418	-5.949	1.101	-3.398	1.349	5V		
contig_4	2497.000	non-phage	1.266	0.218	False	False	0.490	0.000		1.000	0.000	0.000	0.000	1.776	0.000	1.420	0.000	-0.460	0.000	-3.645	0.000	1n		
contig_400	15595.000	phage	0.449	0.523	False	False	0.505	0.000	bacteria	1.000	6.000	0.000	0.000	1.265	0.804	3.916	1.254	-4.832	0.851	-5.742	0.431	1V1n5V		
contig_401	12604.000	phage	1.092	0.410	True	False	0.357	0.000	bacteria	0.000	4.000	1.000	1.000	0.060	0.437	1.475	1.583	-2.141	6.387	-1.635	2.994	1V1n3V1n		
contig_402																								
contig_403	6661.000	phage	0.633	0.324	False	False	0.530	0.000	eukarya	0.000	2.000	1.000	0.000	-3.020	1.020	1.916	1.902	-0.323	1.177	-3.553	0.438	1n2V		
contig_404	4650.000	phage	0.402	0.598	False	False	0.330	0.000	bacteria	0.000	2.000	0.000	0.000	0.603	0.079	3.182	0.101	-4.051	0.109	-4.566	0.524	2V		
contig_41	9161.000	phage	0.799	0.283	True	False	0.500	0.000	eukarya	1.000	2.000	1.000	0.000	0.288	3.652	0.826	2.445	0.475	1.882	-4.648	0.371	1n2V1n		
contig_411	2377.000	phage	0.084	0.861	False	False	0.476	0.000	bacteria	0.000	1.000	0.000	0.000	0.740	0.000	5.301	0.000	-6.062	0.000	-4.117	0.000	1V		
contig_412	25935.000	phage	0.512	0.610	False	False	0.447	0.000	bacteria	2.000	9.000	1.000	0.000	0.616	1.133	3.000	2.201	-3.562	4.562	-3.246	1.228	2V1n3V2n4V		
contig_415	6419.000	phage	0.625	0.610	False	False	0.601	0.000	bacteria	0.000	3.000	0.000	0.000	1.494	0.686	3.264	0.618	-5.160	0.558	-4.469	0.216	3V		
contig_413	33462.000	phage	0.311	0.729	False	False	0.389	0.000	bacteria	2.000	14.000	0.000	0.000	0.060	2.627	4.504	3.059	-5.156	3.984	-4.270	2.449	1n6V1n8V		
contig_416	25060.000	phage	0.330	0.600	False	False	0.458	0.000	bacteria	0.000	12.000	0.000	0.000	0.589	0.988	4.461	1.693	-4.500	1.763	-4.164	0.895	12V		
contig_417	11917.000	phage	0.423	0.484	False	False	0.356	0.000	bacteria	0.000	5.000	0.000	0.000	-0.649	1.018	3.127	1.115	-2.822	3.828	-3.125	3.203	5V		
contig_418	4856.000	non-phage	1.307	0.237	False	False	0.327	0.000		0.000	0.000	1.000	1.000	-0.749	0.616	-2.162	0.068	1.206	0.284	0.737	0.083	2n		
contig_419	2650.000	phage	0.184	0.839	False	False	0.331	0.000	bacteria	0.000	1.000	0.000	0.000	-0.116	0.000	3.518	0.000	-4.949	0.000	-3.625	0.000	1V		
contig_420	9728.000	phage	0.055	0.707	False	False	0.469	0.000	bacteria	0.000	4.000	0.000	0.000	-1.944	1.856	5.258	1.423	-4.520	5.129	-4.762	0.278	4V		
contig_423																								
contig_421	34608.000	phage	0.796	0.620	True	False	0.342	0.000	bacteria	4.000	10.000	2.000	0.000	1.065	1.608	2.199	4.527	-3.295	6.148	-2.805	2.514	2n5V1n2V1n2V1n1V1n		
contig_425	18912.000	phage	0.377	0.547	False	False	0.306	0.000	bacteria	0.000	8.000	0.000	1.000	-0.577	0.605	3.250	3.160	-3.729	4.430	-2.373	2.074	6V1n2V		
contig_424	42208.000	phage	0.188	0.823	False	False	0.393	0.000	bacteria	0.000	20.000	0.000	0.000	0.152	1.150	4.914	1.443	-5.977	1.499	-4.410	0.871	20V		
contig_426	24888.000	phage	0.758	0.388	True	False	0.502	0.000	bacteria	2.000	9.000	1.000	0.000	1.121	1.677	2.389	2.920	-2.986	7.793	-4.387	1.196	6V1n1V1n1V1n1V		
contig_427	3275.000	phage	0.150	0.150	False	False	0.534	0.000	bacteria	0.000	1.000	0.000	0.000	-0.446	0.000	3.738	0.000	-1.794	0.000	-5.285	0.000	1V		
contig_428	14469.000	phage	0.439	0.782	True	False	0.631	0.000	bacteria	3.000	4.000	0.000	0.000	1.743	2.709	2.617	3.973	-4.801	4.734	-4.707	0.958	2n2V1n2V		
contig_429	10268.000	phage	0.405	0.515	False	False	0.346	0.000	bacteria	0.000	5.000	0.000	0.000	0.758	0.351	3.523	0.714	-4.645	1.101	-4.141	0.179	5V		
contig_436	6617.000	phage	0.141	0.699	False	False	0.337	0.000	bacteria	0.000	3.000	0.000	0.000	-0.936	0.032	4.480	1.696	-5.051	5.527	-2.887	0.772	3V		
contig_438	14136.000	phage	0.508	0.456	False	False	0.504	0.000	bacteria	1.000	5.000	0.000	0.000	1.010	2.463	3.086	1.310	-3.496	4.539	-4.691	0.737	3V1n2V		
contig_439	4912.000	phage	0.750	0.212	False	False	0.589	0.000	bacteria	1.000	1.000	0.000	0.000	0.442	2.938	2.256	0.152	-0.950	0.429	-4.809	0.215	1V1n		
contig_437	38470.000	non-phage	0.837	0.452	False	False	0.553	0.000		0.000	9.000	9.000	0.000	-0.506	1.247	0.316	4.004	0.417	5.105	-4.008	1.505	6V1n1V2n1V6n1V	DTR	61.000
contig_434	56443.000	phage	0.271	0.718	False	False	0.344	0.000	bacteria	0.000	26.000	1.000	0.000	-1.164	0.690	3.957	2.137	-4.375	4.355	-2.402	1.568	8V1n18V	ITR	15.000
contig_440	2672.000	phage	0.215	0.286	False	False	0.400	0.000	bacteria	0.000	1.000	0.000	0.000	-0.628	0.000	3.086	0.000	-2.504	0.000	-3.193	0.000	1V		
contig_441																								
contig_442	11556.000	phage	0.049	0.913	False	False	0.512	0.000	bacteria	0.000	5.000	0.000	0.000	-0.125	0.592	5.344	0.169	-6.375	1.329	-4.195	0.517	5V		
contig_443	19928.000	phage	0.534	0.570	False	False	0.474	0.000	bacteria	1.000	8.000	0.000	0.000	0.940	0.902	3.562	1.533	-3.643	3.119	-3.723	0.692	1V1n7V		
contig_444																								
contig_445	5999.000	phage	0.703	0.502	False	False	0.578	0.000	bacteria	1.000	1.000	0.000	0.000	2.018	0.376	2.746	0.751	-3.631	0.048	-4.094	0.025	1n1V		
contig_448	2389.000	phage	0.063	0.940	False	False	0.597	0.000	bacteria	0.000	1.000	0.000	0.000	0.521	0.000	5.430	0.000	-6.445	0.000	-4.367	0.000	1V		
contig_450																								
contig_452																								
contig_447	44035.000	phage	0.911	0.493	False	False	0.287	0.000	bacteria	4.000	16.000	0.000	1.000	1.186	0.760	2.221	1.312	-4.051	3.182	-2.225	2.451	1n2V1n4V1n7V2n3V		
contig_455	5671.000	phage	0.349	0.271	False	False	0.566	0.000	bacteria	0.000	2.000	0.000	0.000	-0.009	0.024	2.898	0.076	-2.832	0.048	-3.697	0.027	2V		
contig_456	4964.000	non-phage	0.224	0.664	False	False	0.482	0.000		0.000	0.000	2.000	0.000	-1.932	3.215	-2.383	0.238	3.576	1.122	-5.324	0.186	2n		
contig_457	7826.000	non-phage	0.604	0.787	False	True	0.639	0.000		2.000	0.000	1.000	0.000	2.436	4.125	0.214	2.145	-2.236	8.047	-3.309	1.250	3n		
contig_458																								
contig_459																							DTR	25.000
contig_461	17655.000	non-phage	0.698	0.595	False	False	0.535	0.000		0.000	2.000	6.000	0.000	-0.745	1.906	-0.976	4.387	1.427	4.164	-4.523	1.364	3n2V3n		
contig_462	15952.000	non-phage	0.812	0.452	False	False	0.436	0.000		1.000	1.000	5.000	0.000	-0.175	1.739	-0.579	3.111	1.530	3.184	-3.521	1.190	4n1V2n		
contig_463	9572.000	phage	0.076	0.351	False	False	0.463	0.000	eukarya	0.000	4.000	0.000	0.000	-2.422	0.255	4.637	1.660	-2.045	1.667	-4.781	0.964	4V		
contig_464	15280.000	phage	0.796	0.498	True	False	0.530	0.000	bacteria	1.000	3.000	3.000	0.000	0.650	2.549	1.058	3.783	-1.050	7.469	-4.910	2.236	2n1V1n1V1n1V		
contig_465	11879.000	phage	1.032	0.541	True	False	0.357	0.000	bacteria	1.000	3.000	1.000	0.000	0.945	1.704	1.941	3.145	-2.982	8.375	-2.156	2.027	2V1n1V1n		
contig_466	15678.000	phage	0.776	0.463	False	False	0.465	0.000	bacteria	4.000	3.000	0.000	0.000	2.146	0.841	2.307	1.790	-2.406	3.211	-4.469	0.682	1n1V1n1V1n1V1n		
contig_467																								
contig_468	15542.000	non-phage	0.880	0.403	False	False	0.508	0.000		6.000	1.000	0.000	0.000	1.833	1.974	1.251	0.787	-0.660	0.771	-4.672	0.740	2n1V4n		
contig_469	13802.000	phage	1.093	0.398	False	False	0.364	0.000	bacteria	2.000	4.000	0.000	0.000	0.737	0.806	1.460	0.797	-1.755	4.492	-2.332	1.150	1n2V1n2V		
contig_47	3318.000	phage	0.627	0.353	False	False	0.459	0.000	eukarya	0.000	1.000	0.000	0.000	-0.960	0.000	2.338	0.000	-0.742	0.000	-1.206	0.000	1V		
contig_470	3598.000	phage	0.345	0.270	False	False	0.326	0.000	bacteria	0.000	1.000	0.000	0.000	0.121	0.000	2.922	0.000	-3.365	0.000	-3.994	0.000	1V		
contig_471	2242.000	non-phage	0.083	0.524	False	False	0.484	0.000		0.000	0.000	1.000	0.000	-2.662	0.000	-1.919	0.000	3.275	0.000	-4.105	0.000	1n		
contig_472	3208.000	phage	0.065	0.825	False	False	0.459	0.000	bacteria	0.000	1.000	0.000	0.000	-0.191	0.000	4.711	0.000	-4.414	0.000	-5.305	0.000	1V		
contig_480	17259.000	phage	0.387	0.606	False	False	0.407	0.000	bacteria	0.000	8.000	0.000	0.000	1.487	0.473	4.211	0.544	-5.520	0.568	-5.371	0.372	8V		
contig_473	39757.000	phage	0.451	0.646	False	False	0.427	0.000	bacteria	0.000	18.000	1.000	0.000	1.201	1.658	4.125	1.688	-5.176	4.742	-5.270	0.862	13V1n5V		
contig_481	19750.000	phage	0.387	0.539	True	False	0.460	0.000	bacteria	0.000	6.000	3.000	0.000	-1.833	2.395	3.053	6.758	-1.931	8.203	-3.943	1.879	5V1n1V2n		
contig_482	2339.000	phage	0.055	0.320	False	False	0.461	0.000	bacteria	0.000	1.000	0.000	0.000	-1.387	0.000	4.270	0.000	-2.227	0.000	-3.406	0.000	1V		
contig_483	23552.000	phage	0.813	0.440	True	False	0.515	0.000	bacteria	2.000	7.000	2.000	0.000	1.122	1.442	2.051	2.262	-2.389	4.480	-4.141	1.250	5V2n2V2n		
contig_484	2803.000	non-phage	0.509	0.333	False	False	0.525	0.000		0.000	0.000	1.000	0.000	-1.254	0.000	-0.846	0.000	2.027	0.000	-6.707	0.000	1n		
contig_485	11207.000	phage	0.323	0.569	False	False	0.508	0.000	bacteria	0.000	5.000	0.000	0.000	0.504	1.002	3.873	0.437	-5.078	1.611	-4.730	0.397	5V		
contig_486	4717.000	phage	0.955	0.611	True	False	0.542	0.000	bacteria	0.000	1.000	1.000	0.000	0.293	1.195	0.767	1.814	-1.684	8.750	-5.500	0.062	1n1V		
contig_487	11298.000	phage	0.650	0.546	False	False	0.500	0.000	bacteria	1.000	4.000	0.000	0.000	1.134	1.243	2.369	1.021	-3.027	4.363	-4.066	0.724	2V1n2V		
contig_488	12568.000	non-phage	0.883	0.321	False	False	0.431	0.000		0.000	1.000	5.000	0.000	-1.925	1.539	-0.148	0.433	1.602	0.670	-3.826	1.470	2n1V3n		
contig_489	4881.000	phage	0.071	0.733	False	False	0.509	0.000	bacteria	0.000	2.000	0.000	0.000	-0.122	0.098	5.172	1.760	-5.613	6.871	-4.340	0.397	2V		
contig_49	7117.000	phage	0.743	0.249	True	False	0.477	0.000	bacteria	0.000	2.000	1.000	0.000	0.019	0.712	1.706	1.769	-0.683	3.900	-4.160	0.923	1n2V		
contig_491	17903.000	phage	0.521	0.846	False	False	0.610	0.000	bacteria	3.000	5.000	0.000	0.000	2.578	1.980	3.547	2.139	-6.230	0.994	-5.098	0.465	2V1n2V2n1V		
contig_490	40487.000	phage	0.650	0.644	True	False	0.392	0.000	bacteria	4.000	13.000	2.000	0.000	0.634	2.021	2.465	4.406	-3.320	7.348	-2.820	1.790	2n6V2n1V2n6V		
contig_493	16876.000	phage	0.930	0.426	False	False	0.295	0.000	bacteria	0.000	6.000	1.000	1.000	-0.070	0.417	1.838	1.770	-2.607	3.115	-0.622	2.217	1n4V1n2V		
contig_494																								
contig_492	38498.000	phage	0.839	0.421	True	False	0.359	0.000	bacteria	1.000	12.000	3.000	2.000	0.167	1.146	1.781	2.236	-2.516	4.488	-1.679	3.033	1V2n2V2n4V1n1V1n4V	ITR	13.000
contig_496																							DTR	25.000
contig_497																							DTR	117.000
contig_5	21271.000	phage	0.947	0.309	False	False	0.454	0.000	eukarya	1.000	7.000	2.000	0.000	-0.964	3.486	1.540	0.702	-0.513	1.150	-2.521	1.363	1V1n2V1n2V1n2V		
contig_50	7708.000	phage	0.425	0.345	False	False	0.511	0.000	bacteria	0.000	3.000	0.000	0.000	0.627	0.889	3.457	0.210	-2.887	1.126	-3.852	0.141	3V		
contig_500	2260.000	phage	0.267	0.455	False	False	0.354	0.000	bacteria	0.000	1.000	0.000	0.000	0.450	0.000	3.527	0.000	-4.902	0.000	-4.508	0.000	1V	ITR	398.000
contig_501	15247.000	phage	0.693	0.517	True	False	0.469	0.000	bacteria	1.000	3.000	3.000	0.000	-0.801	2.807	1.646	7.375	-0.995	11.820	-4.211	0.547	1n2V3n1V		
contig_503	6583.000	phage	0.582	0.474	True	False	0.461	0.000	bacteria	2.000	1.000	0.000	0.000	1.758	6.195	1.856	1.914	-2.416	5.434	-3.543	0.244	2n1V		
contig_504	16053.000	non-phage	0.328	0.569	False	False	0.430	0.000		0.000	3.000	4.000	0.000	-2.330	1.697	0.336	5.859	0.910	6.910	-4.789	0.579	1n2V1n1V2n		
contig_505	4351.000	phage	0.078	0.880	False	False	0.570	0.000	bacteria	0.000	2.000	0.000	0.000	0.127	0.223	5.148	0.281	-5.539	0.137	-4.309	0.010	2V		
contig_506	15729.000	phage	0.769	0.370	True	False	0.547	0.000	bacteria	0.000	5.000	2.000	0.000	-0.545	2.236	2.062	4.156	-1.088	5.773	-4.027	0.721	4V2n1V		
contig_507	10675.000	non-phage	0.573	0.793	False	False	0.657	0.000		3.000	2.000	0.000	0.000	2.707	0.920	2.551	1.034	-5.699	0.913	-4.801	0.686	1V1n1V2n		
contig_508	11642.000	phage	0.561	0.595	False	False	0.517	0.000	bacteria	1.000	4.000	0.000	0.000	2.203	1.510	4.055	0.627	-5.590	0.166	-5.430	0.426	2V1n2V		
contig_51	6316.000	phage	0.729	0.354	False	False	0.505	0.000	bacteria	0.000	3.000	0.000	0.000	0.558	0.058	2.971	1.870	-1.918	4.961	-3.932	0.763	3V		
contig_510	2613.000	phage	0.148	0.639	False	False	0.380	0.000	bacteria	0.000	1.000	0.000	0.000	0.128	0.000	4.113	0.000	-5.422	0.000	-2.418	0.000	1V		
contig_514	15976.000	non-phage	0.458	0.491	False	False	0.516	0.000		0.000	3.000	4.000	0.000	-1.040	2.125	0.223	4.691	0.468	6.750	-4.840	0.801	4n3V		
contig_511	34032.000	phage	0.160	0.792	False	False	0.418	0.000	bacteria	0.000	16.000	0.000	0.000	0.420	0.770	5.199	1.424	-6.484	2.676	-4.074	0.577	16V		
contig_515	25675.000	phage	0.624	0.597	False	False	0.478	0.000	bacteria	1.000	11.000	0.000	0.000	1.391	1.221	3.590	2.334	-4.363	5.422	-4.801	0.289	1V1n10V		
contig_518	2630.000	phage	0.014	0.961	False	False	0.456	0.000	bacteria	0.000	1.000	0.000	0.000	-1.223	0.000	5.551	0.000	-6.176	0.000	-4.004	0.000	1V		
contig_52	3310.000	phage	0.090	0.919	False	False	0.509	0.000	bacteria	0.000	1.000	0.000	0.000	0.498	0.000	4.969	0.000	-5.715	0.000	-5.090	0.000	1V		
contig_521	8060.000	phage	0.762	0.270	True	False	0.340	0.000	bacteria	0.000	2.000	1.000	0.000	-0.594	0.551	1.434	1.806	-1.539	5.598	-1.656	2.330	2V1n		
contig_519	40515.000	phage	0.324	0.519	True	False	0.455	0.000	bacteria	2.000	17.000	0.000	0.000	-1.721	3.822	3.943	4.340	-2.473	4.441	-4.605	0.629	2n17V		
contig_522	28058.000	phage	0.662	0.609	True	False	0.625	0.000	bacteria	5.000	7.000	1.000	0.000	1.625	1.103	2.346	2.926	-3.029	5.609	-4.531	0.152	1V1n2V1n1V4n3V		
contig_523	17570.000	non-phage	0.826	0.578	False	False	0.656	0.000		4.000	4.000	0.000	0.000	2.494	0.437	1.912	1.000	-3.377	3.721	-4.562	0.153	2V3n2V1n		
contig_526																								
contig_527																								
contig_528	13278.000	phage	0.740	0.536	True	False	0.462	0.000	bacteria	1.000	3.000	2.000	0.000	0.660	3.277	1.265	3.979	-1.052	6.020	-3.207	0.449	3n3V		
contig_529	7042.000	phage	0.503	0.529	False	False	0.287	0.000	bacteria	0.000	3.000	0.000	0.000	0.561	0.564	3.404	1.345	-4.047	2.299	-3.123	0.592	3V		
contig_53	4292.000	phage	0.537	0.597	False	False	0.517	0.000	bacteria	1.000	1.000	0.000	0.000	1.280	3.000	3.660	0.584	-4.184	0.160	-4.496	0.470	1V1n		
contig_530	8617.000	non-phage	1.251	0.364	False	False	0.548	0.000		3.000	1.000	0.000	0.000	1.540	0.754	0.207	0.131	-0.239	0.292	-2.631	4.090	1n1V2n		
contig_531	35272.000	phage	0.432	0.594	False	False	0.552	0.000	bacteria	2.000	15.000	0.000	0.000	1.153	0.594	3.770	1.145	-4.445	2.320	-4.543	0.516	3V1n12V1n	DTR	13.000
contig_538	6187.000	phage	0.649	0.779	False	False	0.550	0.000	bacteria	0.000	3.000	0.000	0.000	1.528	0.771	3.516	1.352	-5.488	2.148	-4.883	1.570	3V		
contig_536	34338.000	phage	0.314	0.717	False	False	0.561	0.000	bacteria	2.000	14.000	0.000	0.000	1.138	0.867	4.195	1.633	-5.230	1.559	-4.797	0.413	8V1n5V1n1V		
contig_539	27353.000	phage	0.620	0.598	True	False	0.558	0.000	bacteria	2.000	10.000	1.000	0.000	1.162	1.036	2.814	3.729	-3.109	5.090	-4.859	0.741	3V1n7V2n		
contig_540	9524.000	phage	0.759	0.466	True	False	0.589	0.000	bacteria	0.000	3.000	1.000	0.000	-0.004	1.115	1.340	4.289	-0.826	5.371	-4.574	0.037	1V1n2V		
contig_541	3274.000	phage	0.788	0.351	False	False	0.488	0.000	bacteria	0.000	1.000	0.000	0.000	1.642	0.000	2.893	0.000	-3.217	0.000	-4.418	0.000	1V		
